condition	reaction_id	flux	reduced_cost
rhizosphere_max_n2	rxnCL5	9.29753939974789e-06	0.0
rhizosphere_max_n2	rxnCL6	6.016054905719222e-06	0.0
rhizosphere_max_n2	rxnCL7	6.016054905719222e-06	0.0
rhizosphere_max_n2	rxnCL8	1.4219766140790888e-05	0.0
rhizosphere_max_n2	rxnCL9	0.00031338176917973764	0.0
rhizosphere_max_n2	rxnCL10	3.99247280106821e-05	0.0
rhizosphere_max_n2	rxnCL11	1.6407422470143331e-06	0.0
rhizosphere_max_n2	rxn00615	-1.0375964833147266	-0.0
rhizosphere_max_n2	rxnCL	5.46914082338111e-06	0.0
rhizosphere_max_n2	rxnPE1	0.0	0.0
rhizosphere_max_n2	rxnPE2	0.0	-0.0
rhizosphere_max_n2	rxnPE3	0.0	0.0
rhizosphere_max_n2	rxnPE4	0.0	-0.0
rhizosphere_max_n2	rxnPE5	4.9569721451099456e-05	0.0
rhizosphere_max_n2	rxnPE6	4.9569721451099456e-05	0.0
rhizosphere_max_n2	rxnPE7	0.00013690684972208418	0.0
rhizosphere_max_n2	rxnPE8	0.028274709376420855	0.0
rhizosphere_max_n2	rxnPE9	0.028274709376420855	0.0
rhizosphere_max_n2	rxnPE10	0.001883649415141779	0.0
rhizosphere_max_n2	rxnPE11	0.00020772073750936916	0.0
rhizosphere_max_n2	rxnPE	4.7209258524856614e-05	0.0
rhizosphere_max_n2	rxnMMPE1	-0.00014162777557456984	-0.0
rhizosphere_max_n2	rxnDMPE1	-0.00026203636658517145	-0.0
rhizosphere_max_n2	rxnPC1	-0.00026203636658517145	-0.0
rhizosphere_max_n2	rxnMMPE2	-0.0004673716593960805	-0.0
rhizosphere_max_n2	rxnDMPE2	-0.0008647200097310657	-0.0
rhizosphere_max_n2	rxnPC3	-0.0008647200097310657	-0.0
rhizosphere_max_n2	rxnMMPE3	4.214300685371055e-05	0.0
rhizosphere_max_n2	rxnPC5	0.00020517172014760906	0.0
rhizosphere_max_n2	rxnMMPE4	4.214300685371055e-05	0.0
rhizosphere_max_n2	rxnPC6	0.00020517172014760906	0.0
rhizosphere_max_n2	rxnMMPE5	0.00011639497131024817	0.0
rhizosphere_max_n2	rxnPC7	0.0005666647508838725	0.0
rhizosphere_max_n2	rxnMMPE6	0.024162782958905844	0.0
rhizosphere_max_n2	rxnDMPE3	0.020666920199898044	0.0
rhizosphere_max_n2	rxnPC8	0.020666920199898044	0.0
rhizosphere_max_n2	rxnMMPE7	0.0016014342604410003	0.0
rhizosphere_max_n2	rxnPC10	0.007796525365609142	0.0
rhizosphere_max_n2	rxnMMPE8	0.00017659926681554895	0.0
rhizosphere_max_n2	rxnPC11	0.0008597672082375998	0.0
rhizosphere_max_n2	rxnMMPE	4.013619700353385e-05	0.0
rhizosphere_max_n2	rxnPC	0.0001954016382358181	0.0
rhizosphere_max_n2	rxn04027	0.0006637148306053059	0.0
rhizosphere_max_n2	rxnSL1	-1.9911444918159186e-05	-0.0
rhizosphere_max_n2	rxnSL2	1.991144491815919e-05	0.0
rhizosphere_max_n2	rxnSL3	-0.00011415895086411264	-0.0
rhizosphere_max_n2	rxnSL4	0.00011415895086411264	0.0
rhizosphere_max_n2	rxnSL5	-1.9247730087553883e-05	-0.0
rhizosphere_max_n2	rxnSL6	1.9247730087553883e-05	0.0
rhizosphere_max_n2	rxnSL7	-0.00016526499282072123	-0.0
rhizosphere_max_n2	rxnSL8	0.00016526499282072123	0.0
rhizosphere_max_n2	rxnSL9	-7.035377204416244e-05	-0.0
rhizosphere_max_n2	rxnSL10	7.035377204416244e-05	0.0
rhizosphere_max_n2	rxnSL11	4.9778612295397956e-06	0.0
rhizosphere_max_n2	rxnSL12	4.9778612295397956e-06	0.0
rhizosphere_max_n2	rxnSL13	2.0575159748764485e-05	0.0
rhizosphere_max_n2	rxnSL14	1.5265441103922035e-05	0.0
rhizosphere_max_n2	rxnSL15	-1.526544110392204e-05	-0.0
rhizosphere_max_n2	rxnSL16	1.526544110392204e-05	0.0
rhizosphere_max_n2	rxnSL17	1.526544110392204e-05	0.0
rhizosphere_max_n2	rxnSL18	-0.00018783129706130165	-0.0
rhizosphere_max_n2	rxnSL19	0.00018783129706130165	0.0
rhizosphere_max_n2	rxnSL20	6.969005721355713e-05	0.0
rhizosphere_max_n2	rxnSL21	3.3185741530265304e-06	0.0
rhizosphere_max_n2	rxnSL22	7.168120170537306e-05	0.0
rhizosphere_max_n2	rxnSL23	-7.168120170537306e-05	-0.0
